old_name	name	source	shape	disposition	confidence	reason
zEffect_RuntimeManager	zEffect_RuntimeManager	src/GameZRecoil/zEffect/zeff.h:15	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffect_RuntimeEntry	zEffect_RuntimeEntry	src/GameZRecoil/zEffect/zeff.h:28	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSurfaceRuntime	zEffectAnimSurfaceRuntime	src/GameZRecoil/zEffect/zeff.h:49	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimEventHeader	zEffectAnimEventHeader	src/GameZRecoil/zEffect/zeff.h:72	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimLoopEvent	zEffectAnimLoopEvent	src/GameZRecoil/zEffect/zeff.h:93	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimEmitterEvent	zEffectAnimEmitterEvent	src/GameZRecoil/zEffect/zeff.h:99	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimCallbackEvent	zEffectAnimCallbackEvent	src/GameZRecoil/zEffect/zeff.h:105	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimRefOffsetEvent	zEffectAnimRefOffsetEvent	src/GameZRecoil/zEffect/zeff.h:110	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimSoundEvent	zEffectAnimSoundEvent	src/GameZRecoil/zEffect/zeff.h:119	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimLightEvent	zEffectAnimLightEvent	src/GameZRecoil/zEffect/zeff.h:131	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectLightRangeSpecularAnimEvent	zEffectLightRangeSpecularAnimEvent	src/GameZRecoil/zEffect/zeff.h:156	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectFogEvent	zEffectFogEvent	src/GameZRecoil/zEffect/zeff.h:178	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectCameraEvent	zEffectCameraEvent	src/GameZRecoil/zEffect/zeff.h:192	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectCameraAnimEvent	zEffectCameraAnimEvent	src/GameZRecoil/zEffect/zeff.h:205	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectNodeAnimEvent	zEffectNodeAnimEvent	src/GameZRecoil/zEffect/zeff.h:233	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectTransformEvent	zEffectTransformEvent	src/GameZRecoil/zEffect/zeff.h:263	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectNodeScaleEvent	zEffectNodeScaleEvent	src/GameZRecoil/zEffect/zeff.h:273	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectActivateEvent	zEffectActivateEvent	src/GameZRecoil/zEffect/zeff.h:282	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectParentChildEvent	zEffectParentChildEvent	src/GameZRecoil/zEffect/zeff.h:289	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAttachEvent	zEffectAttachEvent	src/GameZRecoil/zEffect/zeff.h:295	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectSurfaceControlEvent	zEffectSurfaceControlEvent	src/GameZRecoil/zEffect/zeff.h:302	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectSurfaceRefEvent	zEffectSurfaceRefEvent	src/GameZRecoil/zEffect/zeff.h:308	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectBeamDetachEvent	zEffectBeamDetachEvent	src/GameZRecoil/zEffect/zeff.h:323	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectKeyframeSampleHeader	zEffectKeyframeSampleHeader	src/GameZRecoil/zEffect/zeff.h:344	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectKeyframeSampleChannel	zEffectKeyframeSampleChannel	src/GameZRecoil/zEffect/zeff.h:350	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectKeyframeEvent	zEffectKeyframeEvent	src/GameZRecoil/zEffect/zeff.h:355	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectEvaluateKeyframeEvent	zEffectEvaluateKeyframeEvent	src/GameZRecoil/zEffect/zeff.h:364	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectRunKeyframeEvent	zEffectRunKeyframeEvent	src/GameZRecoil/zEffect/zeff.h:373	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectScreenColorFxEvent	zEffectScreenColorFxEvent	src/GameZRecoil/zEffect/zeff.h:384	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectScreenOverlayFxEvent	zEffectScreenOverlayFxEvent	src/GameZRecoil/zEffect/zeff.h:401	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectTransformRefsEvent	zEffectTransformRefsEvent	src/GameZRecoil/zEffect/zeff.h:428	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectConditionalEvent	zEffectConditionalEvent	src/GameZRecoil/zEffect/zeff.h:440	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectTopMessageEvent	zEffectTopMessageEvent	src/GameZRecoil/zEffect/zeff.h:447	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
zEffectAnimCapturedNodeState	zEffectAnimCapturedNodeState	src/GameZRecoil/zEffect/zeff.h:452	record/other	retained	Inferred or retained external spelling	Retain existing meaningful spelling; records, provider declarations and incomplete source models receive no automatic class prefix.
